🇬🇭,ghana,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇮,gibraltar,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇱,greenland,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇲,gambia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇳,guinea,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇵,guadeloupe,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇶,equatorial guinea,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇷,greece,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇸,south georgia south sandwich islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇹,guatemala,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇺,guam,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇼,guinea bissau,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇬🇾,guyana,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇰,hong kong sar china,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇲,heard mcdonald islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇳,flag,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇷,croatia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇹,haiti,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇭🇺,hungary,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇨,canary islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇩,indonesia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇪,ireland,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇱,israel,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇲,isle of man,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇳,india,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇴,british indian ocean territory,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇶,iraq,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇷,iran,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇸,iceland,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇮🇹,italy,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇯🇪,jersey,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇯🇲,jamaica,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇯🇴,jordan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇯🇵,japan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇪,kenya,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇬,kyrgyzstan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇭,cambodia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇮,kiribati,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇲,comoros,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇳,st kitts nevis,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇵,north korea,socialist,sports team,,,,,,,,,,,,,,,,
🇰🇷,south korea,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇼,kuwait,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇾,cayman islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇰🇿,kazakhstan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇦,laos,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇧,lebanon,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇨,st lucia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇮,liechtenstein,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇰,sri lanka,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇷,liberia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇸,lesotho,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇹,lithuania,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇺,luxembourg,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇻,latvia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇱🇾,libya,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇦,morocco,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇨,monaco,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇩,moldova,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇪,montenegro,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇫,st martin,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇬,madagascar,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇭,marshall islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇰,north macedonia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇱,mali,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇲,myanmar burma,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇳,mongolia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇴,macao sar china,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇵,northern mariana islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇶,martinique,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇷,mauritania,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇸,montserrat,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇹,malta,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇺,mauritius,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇻,maldives,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇼,malawi,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇽,mexico,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇾,malaysia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇲🇿,mozambique,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇦,namibia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇨,new caledonia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇪,niger,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇫,norfolk island,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇬,nigeria,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇮,nicaragua,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇱,netherlands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇴,norway,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇵,nepal,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇷,nauru,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇺,niue,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇳🇿,new zealand,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇴🇲,oman,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇦,panama,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇪,peru,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇫,french polynesia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇬,papua new guinea,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇭,philippines,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇰,pakistan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇱,poland,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇲,st pierre miquelon,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇳,pitcairn islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇷,puerto rico,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇸,palestinian territories,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇹,portugal,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇼,palau,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇵🇾,paraguay,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇶🇦,qatar,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇷🇪,reunion,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇷🇴,romania,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇷🇸,serbia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇷🇺,russia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇷🇼,rwanda,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇦,saudi arabia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇧,solomon islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇨,seychelles,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇩,sudan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇪,sweden,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇬,singapore,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇭,st helena,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇮,slovenia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇯,svalbard jan mayen,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇰,slovakia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇱,sierra leone,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇲,san marino,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇳,senegal,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇴,somalia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇷,suriname,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇸,south sudan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇹,sao tome principe,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇻,el salvador,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇽,sint maarten,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇾,syria,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇸🇿,eswatini,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇦,tristan da cunha,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇨,turks caicos islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇩,chad,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇫,french southern territories,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇬,togo,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇭,thailand,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇯,tajikistan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇰,tokelau,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇱,timor leste,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇲,turkmenistan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇳,tunisia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇴,tonga,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇷,turkey,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇹,trinidad tobago,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇻,tuvalu,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇼,taiwan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇹🇿,tanzania,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇦,ukraine,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇬,uganda,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇲,us outlying islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇳,united nations,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇸,united states,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇾,uruguay,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇺🇿,uzbekistan,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇦,vatican city,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇨,st vincent grenadines,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇪,venezuela,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇬,british virgin islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇮,us virgin islands,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇳,vietnam,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇻🇺,vanuatu,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇼🇫,wallis futuna,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇼🇸,samoa,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇽🇰,kosovo,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇾🇪,yemen,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇾🇹,mayotte,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇿🇦,south africa,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇿🇲,zambia,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🇿🇼,zimbabwe,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🏴󠁧󠁢󠁥󠁮󠁧󠁿,england,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🏴󠁧󠁢󠁳󠁣󠁴󠁿,scotland,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
🏴󠁧󠁢󠁷󠁬󠁳󠁿,wales,patriotism,allegiance,sports team,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
